"","price","unit_size","land_size","age","todt","sales_year"
"8226",481650,224.732360839844,253.71809387207,2,0,2009
"8227",480000,138.982894897461,2008.19128417969,74,0,2009
"8228",333606,167.225402832031,351.17333984375,1,0,2004
"8229",456000,124.118408203125,371.611999511719,45,0,2010
"8230",505000,355.911407470703,367.895874023438,24,0,2004
"8231",260000,141.212554931641,123.560989379883,9,0,2003
"8232",415000,137.12483215332,211.075622558594,30,0,2005
"8233",340000,202.528533935547,145.393188476562,14,0,2010
"8234",395000,211.818832397461,122.910667419434,16,0,2004
"8235",415000,156.448654174805,156.913162231445,8,0,2007
"8236",830000,177.723434448242,315.870208740234,26,0,2005
"8237",495000,74.3224029541016,371.611999511719,79,0,2009
"8238",456198,176.515701293945,231.142669677734,1,0,2005
"8239",315000,105.90941619873,222.967193603516,69,0,2004
"8240",288000,133.780319213867,195.096298217773,14,0,2004
"8241",317000,128.02033996582,150.502853393555,24,0,2004
"8242",1300000,308.8095703125,2621.72265625,91,0,2006
"8243",253500,65.5895156860352,222.967193603516,84,0,2004
"8244",483000,142.327392578125,386.476470947266,107,0,2008
"8245",505784,219.715591430664,172.799575805664,1,0,2007
"8246",130000,44.5934410095215,139.354507446289,83,0,2003
"8247",515000,149.202224731445,308.902465820312,81,0,2006
"8248",285000,100.335243225098,100.335243225098,14,0,2004
"8249",295000,140.28352355957,206.244659423828,15,0,2004
"8250",4e+05,89.186882019043,624.308166503906,49,0,2004
"8251",185000,66.8901596069336,184.226654052734,103,0,2004
"8252",420000,183.576324462891,209.031753540039,8,0,2005
"8253",235000,124.490020751953,85.4707565307617,15,0,2003
"8254",417500,194.724685668945,613.159790039062,74,0,2004
"8255",4e+05,213.676895141602,243.870376586914,3,0,2007
"8256",335000,104.051361083984,56.7637329101562,16,0,2006
"8257",812564,452.251800537109,613.159790039062,1,0,2003
"8258",169000,148.644805908203,204.386596679688,12,0,2004
"8259",550000,308.159240722656,1188.69384765625,74,1,2004
"8260",335000,133.780319213867,232.257507324219,38,0,2003
"8261",320000,125.233245849609,144.928680419922,17,0,2006
"8262",394000,245.449722290039,292.179931640625,9,0,2005
"8263",625000,205.129821777344,371.611999511719,34,0,2004
"8264",450000,149.759643554688,142.420303344727,6,0,2007
"8265",420000,157.563491821289,371.611999511719,44,0,2004
"8266",465000,98.1055679321289,371.611999511719,44,0,2004
"8267",5e+05,171.870544433594,390.192596435547,9,0,2009
"8268",142500,102.193298339844,232.257507324219,35,0,2005
"8269",405000,98.291374206543,297.289611816406,44,0,2004
"8270",151999,86.306884765625,32.7947578430176,1,0,2005
"8271",490000,209.217559814453,256.876800537109,8,0,2005
"8272",455000,206.244659423828,371.611999511719,30,0,2004
"8273",181610,137.496444702148,80.5468978881836,19,0,2008
"8274",475566,157.935104370117,218.879470825195,0,0,2004
"8275",231000,88.5365600585938,275.736114501953,23,0,2011
"8276",344000,100.335243225098,220.644622802734,38,0,2003
"8277",360000,78.9675521850586,316.241821289062,87,0,2007
"8278",436020,250.838104248047,284.933502197266,3,0,2006
"8279",585000,222.967193603516,408.773193359375,47,0,2012
"8280",250000,110.740379333496,85.8423690795898,15,0,2004
"8281",397488,167.225402832031,185.805999755859,1,0,2004
"8282",409940,66.9830627441406,232.257507324219,80,0,2005
"8283",360000,118.730033874512,402.827423095703,79,0,2004
"8284",309000,132.108062744141,63.5456504821777,15,0,2008
"8285",390000,160.907989501953,241.547805786133,34,0,2004
"8286",4e+05,102.9365234375,286.141235351562,36,0,2006
"8287",390000,131.922256469727,371.611999511719,5,0,2009
"8288",480000,197.325973510742,371.611999511719,28,0,2003
"8289",416340,195.096298217773,234.580078125,0,0,2004
"8290",419000,96.6191177368164,548.127685546875,64,0,2004
"8291",425000,131.922256469727,445.934387207031,55,0,2005
"8292",520000,153.661560058594,371.611999511719,44,0,2004
"8293",450000,210.332397460938,480.308502197266,34,0,2004
"8294",320000,185.805999755859,217.671722412109,12,0,2012
"8295",335000,151.989303588867,185.805999755859,5,0,2003
"8296",4e+05,82.4978637695312,464.515014648438,84,0,2004
"8297",410000,142.699005126953,271.276763916016,35,0,2005
"8298",435000,158.864135742188,250.001968383789,10,0,2006
"8299",355000,112.97004699707,264.773559570312,79,0,2004
"8300",167500,137.12483215332,371.611999511719,49,0,2004
"8301",280000,80.2681884765625,89.186882019043,26,0,2012
"8302",141607,75.2514266967773,269.418701171875,85,0,2010
"8303",379236,209.031753540039,234.858779907227,1,0,2003
"8304",386000,102.193298339844,363.715240478516,59,0,2004
"8305",530000,185.805999755859,602.56884765625,26,0,2006
"8306",240000,126.440986633301,371.611999511719,83,0,2003
"8307",110500,104.051361083984,284.190277099609,32,0,2007
"8308",290000,107.024253845215,264.773559570312,106,0,2005
"8309",415000,119.473258972168,334.450805664062,87,0,2012
"8310",370000,111.483596801758,241.547805786133,74,0,2004
"8311",475000,122.631958007812,358.048156738281,35,0,2012
"8312",327000,115.199722290039,75.2514266967773,10,0,2005
"8313",364000,167.318298339844,362.321685791016,112,0,2011
"8314",270000,71.9998245239258,66.4256439208984,13,0,2004
"8315",255000,40.1340942382812,219.808502197266,84,0,2004
"8316",385000,139.354507446289,278.709014892578,103,0,2004
"8317",513000,253.346481323242,557.418029785156,72,0,2012
"8318",243000,75.8088455200195,70.2346649169922,17,0,2005
"8319",560000,193.981460571289,360.463653564453,37,0,2007
"8320",497000,192.495010375977,382.760345458984,34,0,2004
"8321",499000,178.838272094727,604.519836425781,34,0,2004
"8322",420000,348.386260986328,464.515014648438,79,0,2004
"8323",325000,141.955780029297,250.838104248047,17,0,2004
"8324",480000,566.894104003906,557.418029785156,49,0,2004
"8325",519000,181.532455444336,232.257507324219,5,0,2007
"8326",286000,122.631958007812,306.579895019531,64,0,2004
"8327",650000,136.753219604492,622.914611816406,79,0,2004
"8328",375180,177.444732666016,371.611999511719,1,0,2003
"8329",295000,143.442230224609,123.375183105469,29,0,2004
"8330",350000,156.820266723633,375.328125,64,0,2004
"8331",73000,104.051361083984,122.260345458984,12,0,2006
"8332",460000,200.670486450195,390.192596435547,84,0,2004
"8333",211000,125.790664672852,46.4514999389648,7,0,2003
"8334",472740,173.914413452148,418.063507080078,52,0,2007
"8335",517000,178.373764038086,371.611999511719,49,0,2009
"8336",504972,158.306716918945,1068.38452148438,2,0,2006
"8337",617000,360.463653564453,696.772521972656,87,0,2012
"8338",318000,191.75178527832,510.409088134766,79,0,2004
"8339",461320,180.138916015625,143.720947265625,1,0,2012
"8340",447000,199.834350585938,277.872863769531,23,0,2007
"8341",369900,188.778900146484,150.131240844727,3,0,2006
"8342",461370,267.560638427734,222.223968505859,3,0,2004
"8343",715000,501.676208496094,674.475769042969,54,0,2004
"8344",377000,172.799575805664,204.386596679688,5,0,2010
"8345",605000,185.991806030273,418.063507080078,47,0,2007
"8346",2e+05,170.569900512695,371.611999511719,99,0,2004
"8347",410000,167.225402832031,212.376251220703,25,0,2005
"8348",475000,221.109146118164,556.024475097656,55,0,2005
"8349",283250,89.186882019043,438.873779296875,53,0,2003
"8350",410000,196.211135864258,175.400863647461,8,0,2005
"8351",424000,202.156921386719,208.102722167969,13,0,2008
"8352",121800,105.90941619873,215.999481201172,89,0,2009
"8353",445000,155.612518310547,408.773193359375,80,0,2005
"8354",220000,86.8643035888672,64.1030731201172,14,0,2004
"8355",220000,137.496444702148,161.651214599609,16,0,2003
"8356",290000,92.9029998779297,99.4062118530273,20,0,2007
"8357",415000,95.2255783081055,464.515014648438,58,0,2003
"8358",415000,123.746795654297,237.181365966797,17,0,2004
"8359",135000,109.253929138184,232.257507324219,94,0,2004
"8360",178000,134.709350585938,789.675476074219,74,0,2004
"8361",217772,116.128753662109,139.354507446289,84,0,2004
"8362",540000,116.128753662109,139.354507446289,84,0,2004
"8363",390000,160.071868896484,204.758209228516,11,0,2004
"8364",415000,226.683319091797,566.708312988281,88,0,2003
"8365",221000,203.271759033203,473.805297851562,106,0,2005
"8366",397000,139.354507446289,216.556900024414,8,0,2004
"8367",530000,251.395523071289,464.515014648438,80,0,2005
"8368",375000,133.780319213867,353.031402587891,39,0,2004
"8369",325000,140.748046875,123.839698791504,11,0,2005
"8370",377500,163.880889892578,582.687622070312,47,0,2012
"8371",499900,205.315628051758,294.967010498047,1,0,2004
"8372",440000,249.816162109375,293.573486328125,69,0,2004
"8373",643500,122.910667419434,557.418029785156,54,0,2004
"8374",3e+05,130.435806274414,728.359497070312,78,0,2003
"8375",293550,194.167266845703,275.736114501953,94,0,2004
"8376",177000,68.3766098022461,204.386596679688,99,0,2004
"8377",187000,179.302795410156,409.051910400391,89,0,2004
"8378",482000,169.362167358398,148.644805908203,6,0,2006
"8379",280000,297.289611816406,650.320983886719,19,0,2004
"8380",415000,97.5481491088867,491.363952636719,43,0,2003
"8381",253000,146.322219848633,144.928680419922,3,0,2004
"8382",274000,98.8487930297852,271.741271972656,17,0,2004
"8383",380000,200.670486450195,228.541381835938,12,0,2011
"8384",490000,99.9636306762695,652.179077148438,103,0,2004
"8385",316940,149.759643554688,464.515014648438,79,0,2004
"8386",415000,140.469329833984,224.360748291016,45,0,2005
"8387",304098,155.148010253906,200.670486450195,2,0,2005
"8388",85000,104.422973632812,232.257507324219,84,0,2004
"8389",330000,173.728607177734,162.487350463867,1,0,2004
"8390",340000,162.58024597168,146.322219848633,14,0,2004
"8391",405000,154.590591430664,455.224700927734,53,0,2008
"8392",443000,148.644805908203,234.11555480957,28,0,2010
"8393",225145,73.5791778564453,197.418869018555,54,0,2004
"8394",343500,104.144264221191,329.8056640625,79,0,2004
"8395",555000,94.7610626220703,538.187072753906,51,0,2006
"8396",480000,227.798156738281,250.094879150391,9,0,2008
"8397",375000,168.711853027344,163.880889892578,19,0,2007
"8398",480000,99.4062118530273,386.941009521484,12,0,2004
"8399",519000,105.90941619873,512.824584960938,79,0,2009
"8400",523900,111.11198425293,371.611999511719,40,0,2005
"8401",440000,161.837020874023,464.515014648438,19,0,2005
"8402",378000,105.166198730469,579.714721679688,62,0,2012
"8403",360000,169.455078125,214.884643554688,0,0,2005
"8404",825000,120.773902893066,371.611999511719,79,0,2004
"8405",325000,98.8487930297852,232.257507324219,27,0,2003
"8406",351752,167.225402832031,185.805999755859,6,0,2011
"8407",665000,297.289611816406,650.320983886719,24,0,2009
"8408",380000,106.466835021973,158.492523193359,16,0,2006
"8409",445000,127.091300964355,248.051010131836,31,0,2006
"8410",1e+05,89.186882019043,267.096130371094,105,0,2004
"8411",235000,135.452575683594,82.2191543579102,2,0,2004
"8412",2e+05,98.1055679321289,278.709014892578,78,0,2003
"8413",375000,97.5481491088867,250.838104248047,52,0,2012
"8414",528471,219.715591430664,172.799575805664,1,0,2007
"8415",514000,100.335243225098,397.160339355469,46,0,2006
"8416",250000,104.051361083984,234.580078125,94,0,2004
"8417",315000,101.450073242188,371.611999511719,44,0,2004
"8418",297000,132.386779785156,84.5417327880859,5,0,2004
"8419",268190,119.10164642334,464.515014648438,99,0,2004
"8420",333202,148.551895141602,216.742706298828,0,0,2004
"8421",315000,190.822769165039,150.502853393555,23,0,2010
"8422",199900,140.097717285156,152.732528686523,14,0,2003
"8423",327000,91.7881622314453,149.109313964844,20,0,2005
"8424",289194,153.289947509766,197.69758605957,1,0,2004
"8425",3e+05,174.00732421875,408.773193359375,34,0,2009
"8426",286694,134.709350585938,106.373931884766,1,0,2004
"8427",336000,81.9404449462891,270.533538818359,74,0,2009
"8428",350000,81.3830261230469,278.709014892578,107,0,2006
"8429",8e+05,139.354507446289,170.012496948242,0,0,2003
"8430",266770,134.709350585938,121.238418579102,1,0,2004
"8431",278446,134.709350585938,121.238418579102,1,0,2004
"8432",5e+05,103.308135986328,490.713653564453,63,0,2008
"8433",225000,115.942947387695,75.8088455200195,22,0,2009
"8434",475000,181.160842895508,371.611999511719,35,0,2010
"8435",335500,133.780319213867,204.386596679688,0,0,2004
"8436",343746,133.780319213867,111.483596801758,0,0,2004
"8437",340000,90.4875183105469,476.034973144531,49,0,2009
"8438",740000,153.289947509766,232.257507324219,0,0,2004
"8439",262000,210.146591186523,278.709014892578,79,0,2004
"8440",298000,46.823112487793,306.579895019531,74,0,2004
"8441",259900,125.790664672852,46.4514999389648,9,0,2005
"8442",148000,115.942947387695,50.5392303466797,17,0,2004
"8443",315000,92.9029998779297,371.611999511719,64,0,2004
"8444",282000,137.496444702148,97.5481491088867,15,0,2004
"8445",212839,92.9029998779297,316.334716796875,10,0,2004
"8446",470000,83.6127014160156,345.599151611328,73,0,2004
"8447",525000,147.808670043945,464.515014648438,91,0,2006
"8448",238000,66.8901596069336,140.469329833984,8,0,2004
"8449",370000,167.225402832031,185.805999755859,28,0,2008
"8450",212839,143.999649047852,90.5804214477539,0,0,2004
"8451",310000,104.794586181641,185.805999755859,21,0,2009
"8452",214900,106.838447570801,101.264266967773,0,0,2004
"8453",229000,46.4514999389648,167.225402832031,84,0,2004
"8454",180200,43.4786033630371,222.967193603516,84,0,2004
"8455",319410,208.195617675781,232.257507324219,0,0,2009
"8456",495000,122.260345458984,464.515014648438,42,0,2012
"8457",715000,291.157989501953,371.611999511719,42,0,2007
"8458",347295,162.58024597168,130.064193725586,1,0,2004
"8459",366054,210.704010009766,232.257507324219,1,0,2004
"8460",330000,157.935104370117,185.805999755859,0,0,2004
"8461",306000,120.773902893066,204.386596679688,19,0,2004
"8462",456300,173.171188354492,217.114303588867,1,0,2004
"8463",515000,172.427963256836,380.902313232422,45,0,2005
"8464",355000,97.5481491088867,105.44490814209,15,0,2005
"8465",476580,138.425476074219,232.257507324219,8,0,2008
"8466",340000,105.90941619873,185.805999755859,18,0,2004
"8467",7e+05,231.885894775391,925.871276855469,40,0,2010
"8468",253399,130.528717041016,114.270690917969,2,0,2004
"8469",405500,173.728607177734,660.168701171875,1,0,2005
"8470",372000,163.880889892578,97.6410522460938,11,0,2008
"8471",122193,92.9029998779297,752.514282226562,48,0,2003
"8472",417210,167.225402832031,130.064193725586,0,0,2004
"8473",125000,157.006072998047,96.9907302856445,18,0,2008
"8474",373600,167.225402832031,216.278182983398,32,0,2012
"8475",370000,104.051361083984,376.257141113281,52,0,2007
"8476",121540,81.754638671875,163.50927734375,69,0,2004
"8477",435000,137.496444702148,418.063507080078,83,0,2003
"8478",385219,176.515701293945,154.590591430664,0,0,2004
"8479",1540000,557.418029785156,1978.83386230469,17,0,2005
"8480",520000,337.702392578125,353.031402587891,13,0,2004
"8481",305000,111.483596801758,427.353790283203,84,0,2009
"8482",318396,162.58024597168,123.560989379883,1,0,2004
"8483",175000,865.85595703125,929.030029296875,34,0,2009
"8484",305000,96.6191177368164,130.993225097656,21,0,2008
"8485",352872,148.644805908203,185.805999755859,1,0,2004
"8486",2e+05,137.12483215332,325.439208984375,38,0,2003
"8487",465000,189.893737792969,311.225036621094,10,0,2010
"8488",285000,146.322219848633,185.341491699219,73,0,2004
"8489",269000,111.483596801758,232.257507324219,28,0,2003
"8490",315000,176.515701293945,210.611099243164,15,0,2004
"8491",499900,173.356994628906,371.611999511719,94,0,2004
"8492",350000,144.928680419922,371.611999511719,89,0,2004
"8493",368000,187.849868774414,167.225402832031,79,0,2004
"8494",335000,195.746627807617,347.643035888672,106,0,2005
"8495",411000,195.096298217773,232.257507324219,8,0,2004
"8496",359970,167.225402832031,185.805999755859,0,0,2004
"8497",2e+05,86.9572067260742,164.43830871582,12,0,2004
"8498",780000,265.330963134766,564.850219726562,34,0,2004
"8499",235000,103.679748535156,138.146759033203,11,0,2004
"8500",505000,165.367340087891,455.689208984375,42,0,2007
"8501",462000,80.2681884765625,441.289245605469,54,0,2009
"8502",353500,107.024253845215,232.257507324219,24,0,2004
"8503",424866,190.451156616211,222.967193603516,1,0,2004
"8504",229000,129.599685668945,108.510704040527,11,0,2004
"8505",825000,233.465240478516,515.054260253906,24,0,2004
"8506",380000,178.466659545898,232.257507324219,14,0,2004
"8507",235000,83.6127014160156,92.1597747802734,9,0,2004
"8508",394000,169.547973632812,161.651214599609,19,0,2004
"8509",355000,169.547973632812,161.651214599609,19,0,2004
"8510",217000,83.6127014160156,267.096130371094,12,0,2003
"8511",450000,173.635711669922,215.999481201172,7,0,2006
"8512",385000,124.861633300781,213.676895141602,39,0,2004
"8513",280000,83.6127014160156,123.096473693848,2,0,2004
"8514",420000,175.586669921875,436.644104003906,49,0,2004
"8515",350000,83.2410888671875,229.934921264648,34,0,2004
"8516",329550,172.799575805664,220.180114746094,1,0,2004
"8517",682227,215.90657043457,419.921569824219,1,0,2004
"8518",341718,172.799575805664,228.912994384766,1,0,2004
"8519",563000,309.924407958984,557.418029785156,85,0,2005
"8520",535000,228.541381835938,499.539428710938,74,0,2004
"8521",239600,46.823112487793,232.257507324219,75,0,2005
"8522",380000,109.99715423584,232.257507324219,38,0,2008
"8523",6e+05,205.873046875,483.095611572266,39,0,2004
"8524",425000,96.6191177368164,371.611999511719,34,0,2004
"8525",69595,114.456497192383,469.717559814453,39,0,2004
"8526",469000,137.960952758789,401.340972900391,33,0,2003
"8527",203000,122.631958007812,257.805816650391,89,0,2004
"8528",257000,119.473258972168,118.822937011719,20,0,2004
"8529",252000,123.003570556641,136.753219604492,16,0,2004
"8530",373051,222.967193603516,208.102722167969,1,0,2004
"8531",535000,120.773902893066,557.418029785156,39,0,2004
"8532",497500,178.838272094727,371.611999511719,29,0,2004
"8533",789143,298.032836914062,464.515014648438,0,0,2004
"8534",407500,154.776397705078,692.870544433594,47,0,2007
"8535",130000,256.412292480469,325.160491943359,13,0,2009
"8536",384306,161.651214599609,232.257507324219,1,0,2004
"8537",484100,169.826690673828,464.515014648438,64,0,2004
"8538",465000,193.981460571289,216.463989257812,0,0,2006
"8539",247500,96.6191177368164,459.869842529297,54,0,2009
"8540",292000,118.915840148926,437.851837158203,44,0,2004
"8541",471409,334.450805664062,1012.45690917969,2,0,2003
"8542",243259,106.838447570801,130.064193725586,1,0,2005
"8543",437000,188.128570556641,129.692581176758,8,0,2005
"8544",550000,186.177612304688,422.708648681641,36,0,2006
"8545",190000,38.8334541320801,115.199722290039,85,0,2005
"8546",441090,179.767303466797,243.870376586914,0,0,2004
"8547",260000,101.450073242188,380.902313232422,48,0,2003
"8548",159900,163.50927734375,125.419052124023,3,0,2004
"8549",295000,77.8527145385742,278.709014892578,102,0,2003
"8550",380000,124.861633300781,390.192596435547,52,0,2007
"8551",238290,111.483596801758,211.818832397461,16,0,2005
"8552",370000,141.67707824707,158.771224975586,10,0,2006
"8553",320000,200.670486450195,131.922256469727,106,0,2005
"8554",466339,182.089874267578,220.644622802734,0,0,2004
"8555",2e+05,138.982894897461,239.225219726562,106,0,2011
"8556",381000,160.815093994141,347.457214355469,7,0,2003
"8557",341718,176.515701293945,256.412292480469,1,0,2003
"8558",385000,105.90941619873,185.805999755859,21,0,2007
"8559",655931,328.876617431641,464.515014648438,3,0,2009
"8560",520000,372.912628173828,748.705261230469,49,0,2004
"8561",319300,92.2526779174805,118.079711914062,13,0,2005
"8562",1e+05,141.67707824707,213.676895141602,1,0,2003
"8563",365000,167.225402832031,161.093795776367,16,0,2005
"8564",375180,177.444732666016,239.318130493164,0,0,2003
"8565",235000,130.342910766602,202.342727661133,15,0,2006
"8566",319000,167.225402832031,185.805999755859,0,0,2003
"8567",388362,131.922256469727,246.192947387695,1,0,2005
"8568",585000,190.822769165039,515.611633300781,44,0,2004
"8569",3e+05,119.287452697754,448.721496582031,53,0,2003
"8570",505000,452.530517578125,743.223999023438,54,0,2004
"8571",1200000,408.773193359375,936.462219238281,15,0,2006
"8572",425000,195.096298217773,274.807067871094,11,0,2006
"8573",5e+05,155.148010253906,822.191528320312,90,0,2005
"8574",401700,119.659065246582,253.625183105469,33,0,2008
"8575",127500,249.723266601562,380.902313232422,30,0,2010
"8576",272500,125.419052124023,185.805999755859,17,0,2003
"8577",430000,209.589172363281,237.831680297852,0,0,2006
"8578",310000,121.888732910156,227.426544189453,44,0,2004
"8579",375900,200.670486450195,381.831329345703,1,0,2004
"8580",3e+05,70.6062774658203,471.947235107422,49,0,2004
"8581",195000,110.554573059082,249.909072875977,39,0,2004
"8582",280000,102.564910888672,386.476470947266,44,0,2004
"8583",318000,167.225402832031,187.6640625,7,0,2005
"8584",341500,81.9404449462891,270.533538818359,69,0,2004
"8585",5e+05,115.942947387695,371.611999511719,39,0,2004
"8586",440000,142.327392578125,311.225036621094,0,0,2004
"8587",285000,142.327392578125,311.225036621094,0,0,2004
"8588",259900,161.651214599609,204.386596679688,1,0,2004
"8589",4e+05,178.373764038086,371.611999511719,44,0,2004
"8590",334000,155.148010253906,145.486099243164,11,0,2005
"8591",440000,142.327392578125,167.225402832031,0,0,2004
"8592",418000,102.193298339844,448.628601074219,49,0,2004
"8593",375000,177.816345214844,253.625183105469,23,0,2003
"8594",218000,115.199722290039,145.578994750977,9,0,2004
"8595",276040,116.128753662109,183.483428955078,3,0,2004
"8596",255528,148.644805908203,117.057777404785,3,0,2004
"8597",377000,196.118240356445,394.837738037109,44,0,2004
"8598",210000,89.186882019043,81.754638671875,15,0,2004
"8599",170000,96.6191177368164,81.754638671875,15,0,2004
"8600",430000,55.7417984008789,557.418029785156,69,0,2004
"8601",450000,193.424041748047,235.50910949707,10,0,2007
"8602",275000,91.9739685058594,200.670486450195,17,0,2004
"8603",544763,242.569732666016,285.955444335938,1,0,2008
"8604",625000,298.218627929688,743.223999023438,34,0,2009
"8605",160583,102.564910888672,377.186187744141,84,0,2004
"8606",385000,130.993225097656,258.456146240234,37,0,2012
"8607",415000,117.057777404785,216.278182983398,19,0,2004
"8608",270000,195.096298217773,169.083465576172,1,0,2004
"8609",340000,117.057777404785,192.309204101562,29,0,2004
"8610",372000,117.057777404785,192.309204101562,29,0,2004
"8611",215000,125.790664672852,46.4514999389648,3,0,2003
"8612",390000,92.9029998779297,371.611999511719,44,0,2004
"8613",495000,187.6640625,371.611999511719,36,0,2011
"8614",345000,185.898910522461,183.762130737305,14,0,2004
"8615",445000,150.502853393555,227.147842407227,16,0,2010
"8616",293046,171.68473815918,146.972549438477,0,0,2004
"8617",5e+05,182.833099365234,453.738250732422,52,0,2007
"8618",282905,171.68473815918,136.474502563477,0,0,2004
"8619",279000,171.68473815918,170.198303222656,0,0,2004
"8620",272766,171.68473815918,170.198303222656,0,0,2004
"8621",297000,161.279602050781,296.639282226562,33,0,2003
"8622",650000,292.644439697266,633.598449707031,74,0,2004
"8623",260000,160.536376953125,310.296020507812,79,0,2004
"8624",349800,83.6127014160156,184.319549560547,70,0,2005
"8625",369000,98.8487930297852,254.461318969727,39,0,2004
"8626",219273,145.30029296875,130.064193725586,12,0,2004
"8627",405000,93.6462249755859,371.611999511719,39,0,2004
"8628",136000,140.097717285156,252.696166992188,15,0,2004
"8629",150000,139.354507446289,492.385894775391,105,0,2004
"8630",465000,138.239669799805,696.772521972656,61,0,2006
"8631",370000,174.843444824219,260.128387451172,110,0,2011
"8632",570000,213.676895141602,371.611999511719,34,0,2004
"8633",102000,81.754638671875,78.0385208129883,11,0,2004
"8634",190000,75.2514266967773,942.87255859375,54,0,2004
"8635",3e+05,139.540298461914,227.612350463867,56,0,2006
"8636",218360,111.483596801758,78.0385208129883,10,0,2003
"8637",3e+05,144.278366088867,52.0256805419922,10,0,2009
"8638",164300,112.226821899414,110.368766784668,14,0,2003
"8639",390000,118.915840148926,232.257507324219,39,0,2004
"8640",545000,195.467910766602,559.090270996094,45,0,2010
"8641",310000,153.104141235352,125.047439575195,13,0,2004
"8642",415000,207.359497070312,157.935104370117,4,0,2003
"8643",235000,86.213981628418,394.094512939453,79,0,2004
"8644",538500,138.982894897461,380.902313232422,27,0,2004
"8645",345000,118.915840148926,222.967193603516,31,0,2004
"8646",425000,81.2901229858398,309.645690917969,94,0,2004
"8647",221000,118.915840148926,427.353790283203,39,0,2004
"8648",370110,199.741455078125,220.644622802734,2,0,2006
"8649",605000,180.231826782227,371.611999511719,35,0,2005
"8650",256000,169.547973632812,182.18278503418,19,0,2004
"8651",326508,129.692581176758,329.991455078125,14,0,2004
"8652",320000,139.354507446289,209.960784912109,10,0,2003
"8653",277500,202.900146484375,423.637664794922,49,0,2004
"8654",1e+05,211.35432434082,397.624847412109,25,0,2004
"8655",395359,139.354507446289,213.305282592773,0,0,2004
"8656",395358,139.354507446289,205.687240600586,1,0,2004
"8657",165000,148.644805908203,185.991806030273,14,0,2004
"8658",326500,204.665313720703,362.321685791016,64,0,2003
"8659",130000,175.586669921875,180.696334838867,1,0,2004
"8660",250000,137.496444702148,61.5946884155273,15,0,2004
"8661",130000,175.586669921875,180.696334838867,1,0,2004
"8662",380000,133.687423706055,531.776794433594,68,0,2008
"8663",255000,206.244659423828,158.95703125,14,0,2003
"8664",425000,163.880889892578,236.902648925781,79,0,2009
"8665",427609,100.335243225098,308.995391845703,33,0,2008
"8666",356000,145.021575927734,166.482177734375,3,0,2004
"8667",370000,178.373764038086,306.579895019531,29,0,2004
"8668",358997,175.586669921875,180.696334838867,1,0,2004
"8669",312404,157.006072998047,138.797088623047,5,0,2004
"8670",685000,275.457397460938,734.955627441406,17,0,2005
"8671",238500,98.8487930297852,130.064193725586,16,0,2004
"8672",232000,129.692581176758,334.450805664062,16,0,2004
"8673",330000,103.679748535156,90.859130859375,18,0,2009
"8674",494900,225.754287719727,264.773559570312,0,0,2004
"8675",345000,82.1262512207031,231.700088500977,16,0,2005
"8676",710500,141.584167480469,557.418029785156,46,0,2006
"8677",283819,178.373764038086,209.031753540039,1,0,2004
"8678",290000,110.368766784668,135.824188232422,24,0,2010
"8679",395450,206.987884521484,229.284606933594,2,0,2003
"8680",211000,177.816345214844,929.030029296875,30,0,2005
"8681",375000,133.780319213867,255.483245849609,29,0,2004
"8682",380250,130.064193725586,211.633041381836,4,0,2003
"8683",229900,129.135177612305,133.780319213867,14,0,2004
"8684",207870,116.686164855957,337.237884521484,84,0,2009
"8685",212000,134.151931762695,120.773902893066,8,0,2004
"8686",355000,173.728607177734,129.413879394531,20,0,2007
"8687",290000,147.158355712891,375.513916015625,74,0,2004
"8688",1300000,504.649108886719,938.3203125,23,0,2012
"8689",371000,73.1146621704102,388.334533691406,60,0,2005
"8690",392000,191.75178527832,371.611999511719,34,0,2004
"8691",221450,117.057777404785,114.735206604004,12,0,2005
"8692",848000,367.152648925781,929.030029296875,34,0,2004
"8693",445000,115.942947387695,371.611999511719,34,0,2004
"8694",499000,171.68473815918,371.611999511719,44,0,2004
"8695",480000,168.154434204102,263.658721923828,9,0,2005
"8696",420000,112.97004699707,236.902648925781,47,0,2007
"8697",260000,123.746795654297,484.953674316406,84,0,2004
"8698",239000,104.794586181641,338.166931152344,94,0,2004
"8699",195000,111.483596801758,130.71452331543,11,0,2003
"8700",220000,104.051361083984,236.902648925781,50,0,2005
"8701",270738,110.368766784668,142.141586303711,24,0,2010
"8702",175000,95.3184814453125,181.625366210938,89,0,2004
"8703",278850,139.354507446289,101.450073242188,1,0,2004
"8704",278850,139.354507446289,101.450073242188,1,0,2004
"8705",280000,139.354507446289,175.586669921875,1,0,2004
"8706",520000,182.089874267578,523.972900390625,32,0,2007
"8707",350000,153.289947509766,602.011413574219,49,0,2004
"8708",293046,171.68473815918,156.077041625977,1,0,2005
"8709",374166,204.386596679688,213.676895141602,1,0,2004
"8710",309000,122.446151733398,278.709014892578,108,0,2007
"8711",380000,130.064193725586,255.483245849609,29,0,2004
"8712",140000,129.599685668945,436.644104003906,64,0,2004
"8713",3e+05,165.367340087891,762.5478515625,74,0,2004
"8714",334518,185.805999755859,213.676895141602,0,0,2004
"8715",314150,80.1752853393555,486.718811035156,92,0,2012
"8716",3e+05,140.28352355957,52.0256805419922,11,0,2007
"8717",220000,142.327392578125,445.934387207031,69,0,2004
"8718",230020,169.455078125,189.522125244141,38,0,2003
